age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown
34,management,married,tertiary,no,224,no,no,cellular,25,aug,108,5,-1,0,unknown
36,services,single,secondary,no,9713,yes,no,unknown,27,may,72,3,-1,0,unknown
46,retired,divorced,secondary,no,865,no,no,unknown,17,jun,117,11,-1,0,unknown
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure
30,self-employed,married,tertiary,no,1036,yes,yes,cellular,21,nov,82,2,-1,0,unknown
26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other
35,blue-collar,single,tertiary,no,573,no,no,unknown,30,may,116,3,-1,0,unknown
43,technician,single,tertiary,no,275,yes,no,telephone,14,may,151,2,360,1,other
38,technician,married,tertiary,no,732,no,no,cellular,2,nov,53,2,161,1,failure
31,management,divorced,tertiary,no,-547,yes,yes,cellular,31,jul,101,10,-1,0,unknown
30,services,married,secondary,no,384,yes,no,unknown,16,jun,27,3,-1,0,unknown
38,technician,single,tertiary,no,6889,yes,no,cellular,28,jan,194,1,286,3,failure
38,management,divorced,tertiary,no,-980,yes,no,unknown,20,may,91,1,-1,0,unknown
56,housemaid,divorced,secondary,no,977,no,no,cellular,7,jul,1200,1,-1,0,unknown
47,admin.,married,primary,no,192,yes,no,unknown,7,may,47,1,-1,0,unknown
47,self-employed,divorced,secondary,no,510,yes,no,cellular,11,may,299,3,-1,0,unknown
29,management,married,tertiary,no,103,yes,no,cellular,17,apr,368,1,336,2,failure
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure
35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,unknown
55,admin.,married,secondary,no,51,no,no,cellular,20,aug,94,2,-1,0,unknown
27,admin.,married,secondary,no,158,yes,no,cellular,25,jul,124,2,-1,0,unknown
48,management,married,tertiary,no,1733,no,no,unknown,5,jun,318,3,-1,0,unknown
46,services,divorced,secondary,no,2268,yes,no,cellular,13,may,281,3,-1,0,unknown
59,housemaid,married,primary,no,37,no,yes,cellular,15,jul,335,2,-1,0,unknown
43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown
39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,344,4,-1,0,unknown
35,management,single,tertiary,no,2928,yes,no,cellular,18,nov,54,1,-1,0,unknown
48,services,divorced,primary,no,927,no,no,unknown,6,jun,201,6,-1,0,unknown
33,blue-collar,single,secondary,no,164,yes,no,unknown,14,may,461,1,-1,0,unknown
36,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,344,3,-1,0,unknown
43,management,married,tertiary,no,1530,no,no,cellular,7,jul,91,3,-1,0,unknown
34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown
31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown
52,services,married,secondary,no,-298,no,no,cellular,25,aug,228,4,-1,0,unknown
45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,unknown
44,blue-collar,married,primary,no,-337,yes,no,cellular,20,apr,326,3,-1,0,unknown
37,technician,married,tertiary,yes,-681,yes,yes,cellular,11,aug,280,3,-1,0,unknown
37,blue-collar,married,primary,no,1,yes,no,unknown,16,jun,103,2,-1,0,unknown
31,technician,married,secondary,no,0,no,no,cellular,20,aug,102,2,-1,0,unknown
43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown
50,admin.,married,secondary,no,697,no,no,cellular,14,aug,118,4,-1,0,unknown
56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown
26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown
45,blue-collar,married,primary,no,302,yes,no,telephone,15,may,258,3,-1,0,unknown
40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown
33,blue-collar,married,primary,no,-219,yes,no,cellular,17,apr,64,1,-1,0,unknown
28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,233,2,-1,0,unknown
36,blue-collar,married,primary,no,345,yes,no,cellular,25,jul,400,2,-1,0,unknown
28,services,single,secondary,no,-260,yes,no,unknown,12,may,170,2,-1,0,unknown
29,blue-collar,divorced,unknown,no,101,yes,no,cellular,18,may,295,2,355,4,failure
32,blue-collar,married,secondary,no,419,yes,no,cellular,20,apr,122,3,325,2,failure
59,housemaid,divorced,primary,yes,0,no,yes,cellular,25,jul,1368,2,-1,0,unknown
31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,63,2,-1,0,unknown
54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,unknown
56,technician,married,secondary,no,654,yes,yes,unknown,16,jun,62,2,-1,0,unknown
57,retired,married,secondary,no,-418,no,yes,unknown,27,jun,95,1,-1,0,unknown
47,blue-collar,married,primary,no,0,yes,no,unknown,15,may,30,1,-1,0,unknown
58,retired,married,primary,no,69,no,no,cellular,29,aug,76,8,-1,0,unknown
49,admin.,married,secondary,no,1323,yes,no,cellular,18,nov,84,1,-1,0,unknown
32,technician,married,tertiary,no,0,yes,no,cellular,2,jun,149,1,-1,0,unknown
38,technician,married,secondary,no,511,yes,no,cellular,20,apr,190,2,342,4,failure
33,management,single,tertiary,no,659,yes,no,cellular,19,nov,311,1,-1,0,unknown
36,blue-collar,married,secondary,no,429,yes,no,unknown,30,may,140,2,-1,0,unknown
40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown
30,unemployed,single,secondary,no,500,yes,no,unknown,2,jun,178,2,-1,0,unknown
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown
38,entrepreneur,married,primary,no,-21,yes,no,cellular,11,jul,50,2,-1,0,unknown
31,unemployed,single,secondary,no,209,yes,no,cellular,6,may,193,1,-1,0,unknown
49,entrepreneur,married,tertiary,no,893,no,no,cellular,20,nov,74,1,-1,0,unknown
38,technician,married,tertiary,no,664,no,no,cellular,22,aug,242,2,-1,0,unknown
28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,unknown
21,student,single,secondary,no,948,no,no,telephone,2,feb,77,2,-1,0,unknown
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure
30,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown
38,blue-collar,married,secondary,no,6994,yes,no,telephone,8,apr,169,1,139,2,failure
33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,92,4,success
36,blue-collar,married,secondary,no,439,yes,no,unknown,29,may,179,2,-1,0,unknown
44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown
43,management,married,tertiary,no,0,no,no,cellular,18,jul,110,1,-1,0,unknown
35,management,married,tertiary,no,0,no,no,cellular,21,nov,240,1,-1,0,unknown
37,management,married,tertiary,no,3654,no,no,cellular,26,feb,262,1,274,2,other
34,admin.,married,secondary,no,79,yes,no,unknown,23,may,83,1,-1,0,unknown
46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,-1,0,unknown
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success
45,self-employed,married,tertiary,no,35589,no,no,telephone,18,nov,570,2,-1,0,unknown
46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown
42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,-1,0,unknown
44,management,married,tertiary,no,3665,no,no,cellular,17,mar,325,1,-1,0,unknown
57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure
39,management,married,tertiary,no,24,no,no,cellular,1,oct,199,1,-1,0,unknown
55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown
34,technician,married,tertiary,no,4953,no,no,cellular,7,aug,235,2,-1,0,unknown
32,entrepreneur,single,tertiary,no,59649,no,no,cellular,1,sep,69,2,-1,0,unknown
57,technician,divorced,tertiary,no,0,yes,no,cellular,31,jul,24,16,-1,0,unknown
40,technician,divorced,secondary,no,0,yes,no,cellular,2,feb,67,1,-1,0,unknown
30,management,single,tertiary,no,370,no,no,cellular,22,aug,64,2,-1,0,unknown
51,technician,single,secondary,no,8538,yes,no,cellular,11,aug,126,2,-1,0,unknown
49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,unknown
39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown
51,admin.,married,secondary,no,1535,no,yes,cellular,20,nov,365,1,-1,0,unknown
60,management,divorced,tertiary,no,-4057,yes,no,cellular,18,may,242,6,-1,0,unknown
30,services,married,secondary,no,1808,yes,no,cellular,18,may,83,2,-1,0,unknown
52,blue-collar,married,primary,no,336,no,yes,telephone,17,jul,381,7,-1,0,unknown
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,unknown
59,management,married,tertiary,no,261,yes,yes,cellular,21,nov,124,1,-1,0,unknown
54,blue-collar,married,secondary,no,1063,no,yes,cellular,8,jul,194,3,-1,0,unknown
29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown
43,admin.,married,secondary,no,214,yes,no,telephone,17,apr,421,2,324,24,failure
44,services,divorced,secondary,no,35,yes,no,cellular,16,apr,184,2,-1,0,unknown
30,management,single,tertiary,no,2419,no,yes,cellular,5,jun,213,2,-1,0,unknown
58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,91,6,-1,0,unknown
29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown
38,blue-collar,married,primary,no,1852,yes,no,cellular,13,may,606,1,-1,0,unknown
34,technician,divorced,secondary,no,347,no,no,cellular,29,aug,15,14,-1,0,unknown
26,services,single,tertiary,no,130,yes,no,cellular,14,may,24,7,302,1,failure
42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,-1,0,unknown
25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other
32,management,single,tertiary,no,27,no,no,cellular,28,aug,146,3,-1,0,unknown
50,admin.,single,secondary,no,5816,yes,no,telephone,12,may,217,1,175,2,failure
51,management,married,secondary,no,873,no,no,cellular,29,jan,273,1,-1,0,unknown
33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown
53,blue-collar,married,secondary,no,813,yes,no,unknown,21,may,23,16,-1,0,unknown
40,services,married,secondary,no,71,no,no,unknown,6,may,79,1,-1,0,unknown
32,blue-collar,single,secondary,no,1143,yes,yes,cellular,10,jul,412,1,-1,0,unknown
51,blue-collar,single,primary,no,60,no,no,unknown,3,jul,93,1,-1,0,unknown
38,management,divorced,tertiary,no,219,yes,no,cellular,10,jul,478,1,-1,0,unknown
35,admin.,married,secondary,no,-85,no,no,cellular,2,mar,136,6,-1,0,unknown
50,admin.,married,secondary,no,663,yes,no,cellular,20,apr,630,3,-1,0,unknown
37,management,married,tertiary,no,-70,yes,no,cellular,25,jul,386,2,-1,0,unknown
56,retired,married,primary,no,122,no,yes,cellular,9,jul,145,1,-1,0,unknown
34,admin.,married,secondary,no,-314,yes,yes,cellular,20,apr,374,3,307,3,other
50,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163,2,113,3,failure
43,blue-collar,married,secondary,no,701,yes,yes,cellular,20,apr,69,1,-1,0,unknown
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure
55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown
37,admin.,single,secondary,no,262,no,no,cellular,7,aug,305,1,179,5,other
48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other
35,blue-collar,married,secondary,no,682,yes,no,cellular,7,may,141,1,-1,0,unknown
48,admin.,divorced,secondary,no,1108,yes,no,unknown,15,may,420,1,-1,0,unknown
56,admin.,divorced,secondary,no,-429,no,yes,cellular,23,jul,229,4,-1,0,unknown
35,admin.,married,tertiary,no,948,yes,no,cellular,8,jun,86,1,-1,0,unknown
57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,935,2,-1,0,unknown
36,services,married,secondary,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown
49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,18,nov,89,1,-1,0,unknown
55,blue-collar,married,secondary,no,1218,no,no,cellular,20,aug,107,2,-1,0,unknown
33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure
25,technician,single,secondary,no,1847,no,no,cellular,26,may,137,2,-1,0,unknown
72,retired,married,secondary,no,6253,no,no,telephone,7,sep,456,1,-1,0,unknown
31,student,single,unknown,no,376,no,no,cellular,16,nov,202,1,96,2,other
53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,-1,0,unknown
30,blue-collar,married,primary,no,123,yes,no,cellular,15,may,55,4,-1,0,unknown
48,management,married,secondary,yes,-998,yes,no,cellular,18,nov,173,1,-1,0,unknown
35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,unknown
56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,-1,0,unknown
28,admin.,married,secondary,no,1119,yes,no,cellular,12,may,74,1,-1,0,unknown
48,blue-collar,single,secondary,no,-367,yes,no,cellular,10,jul,281,1,-1,0,unknown
38,admin.,married,secondary,no,-247,yes,no,unknown,27,may,265,4,-1,0,unknown
32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown
49,services,married,primary,no,4713,yes,no,telephone,21,nov,33,1,-1,0,unknown
34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,3,458,1,success
39,services,single,secondary,no,-244,yes,no,unknown,8,may,152,2,-1,0,unknown
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,unknown
43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure
28,entrepreneur,single,tertiary,no,95,no,no,cellular,4,feb,255,2,-1,0,unknown
39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown
53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown
42,technician,married,secondary,no,11,yes,no,cellular,16,jul,272,1,-1,0,unknown
45,technician,married,secondary,no,5749,no,no,telephone,25,may,180,1,-1,0,unknown
27,student,single,tertiary,no,5169,yes,no,cellular,3,sep,431,1,466,3,success
60,services,divorced,primary,no,58,no,yes,cellular,11,jul,165,2,-1,0,unknown
45,management,married,tertiary,no,4112,no,no,cellular,18,aug,140,13,-1,0,unknown
37,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490,1,-1,0,unknown
56,retired,married,secondary,no,485,no,no,cellular,30,jul,70,2,-1,0,unknown
42,services,divorced,secondary,no,444,no,no,cellular,21,nov,171,1,-1,0,unknown
57,retired,married,tertiary,no,815,no,no,cellular,8,aug,385,2,-1,0,unknown
34,services,single,secondary,no,49,no,yes,cellular,9,jul,181,1,-1,0,unknown
43,management,married,tertiary,no,1050,yes,yes,cellular,18,jul,67,11,-1,0,unknown
43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown
32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,-1,0,unknown
40,blue-collar,single,primary,no,1055,no,no,unknown,6,jun,32,2,-1,0,unknown
31,blue-collar,single,primary,no,864,yes,no,telephone,14,may,113,2,-1,0,unknown
35,technician,married,secondary,no,304,yes,no,unknown,13,may,3,1,-1,0,unknown
60,retired,married,primary,no,957,no,no,cellular,6,aug,224,2,-1,0,unknown
57,unknown,single,secondary,no,316,no,no,unknown,20,jun,8,7,-1,0,unknown
38,blue-collar,married,secondary,no,1403,no,no,unknown,19,jun,146,2,-1,0,unknown
30,technician,single,secondary,no,1165,no,no,cellular,4,jun,204,2,183,3,success
47,technician,married,secondary,no,-54,yes,no,cellular,16,apr,172,2,-1,0,unknown
53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown
56,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935,1,-1,0,unknown
45,services,single,secondary,no,482,yes,yes,unknown,30,may,637,2,-1,0,unknown
26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown
54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,success
37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown
34,blue-collar,married,secondary,yes,-331,yes,yes,unknown,9,may,342,1,-1,0,unknown
29,unemployed,married,secondary,no,-25,yes,no,cellular,17,jul,143,1,-1,0,unknown
38,technician,married,secondary,no,-6,no,no,cellular,26,aug,700,2,-1,0,unknown
39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,-1,0,unknown
53,blue-collar,married,secondary,no,143,yes,no,cellular,7,jul,122,5,-1,0,unknown
35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success
34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other
35,management,married,tertiary,no,440,yes,no,unknown,20,may,110,1,-1,0,unknown
52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown
29,blue-collar,single,secondary,no,482,no,no,cellular,20,apr,168,2,-1,0,unknown
27,admin.,single,tertiary,no,1996,yes,no,unknown,23,may,187,1,-1,0,unknown
51,management,married,tertiary,no,2635,no,no,cellular,8,mar,209,2,188,3,success
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown
40,blue-collar,single,primary,no,1530,yes,no,cellular,20,apr,8,3,315,1,failure
58,management,married,primary,no,1052,yes,no,cellular,7,may,147,1,359,4,failure
55,technician,married,unknown,no,0,no,no,unknown,16,jun,153,1,-1,0,unknown
28,technician,married,secondary,no,448,yes,no,cellular,11,may,188,2,346,3,other
28,management,divorced,secondary,no,-76,no,yes,cellular,14,jul,1271,2,-1,0,unknown
30,blue-collar,married,secondary,no,319,no,no,cellular,27,jan,210,2,-1,0,unknown
30,blue-collar,single,secondary,no,332,no,no,cellular,14,jul,465,3,-1,0,unknown
58,unemployed,married,tertiary,no,1333,no,no,cellular,1,oct,278,1,-1,0,unknown
40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown
29,technician,single,tertiary,no,47,yes,no,unknown,16,may,111,11,-1,0,unknown
56,unemployed,married,secondary,no,2552,yes,no,unknown,15,may,176,2,-1,0,unknown
23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,2,-1,0,unknown
47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,356,2,-1,0,unknown
24,technician,single,secondary,no,2355,yes,no,unknown,17,jun,158,3,-1,0,unknown
56,blue-collar,married,secondary,no,1316,no,no,cellular,30,jul,76,5,-1,0,unknown
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown
27,technician,single,secondary,no,1511,yes,no,cellular,4,may,74,1,-1,0,unknown
48,blue-collar,married,secondary,no,305,no,no,telephone,30,jul,169,3,-1,0,unknown
57,admin.,married,secondary,no,-967,yes,no,telephone,15,may,8,7,-1,0,unknown
34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,unknown
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,179,2,-1,0,unknown
41,unemployed,married,secondary,no,121,yes,no,unknown,9,may,390,2,-1,0,unknown
44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown
24,student,single,unknown,no,0,no,no,cellular,4,may,90,2,-1,0,unknown
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success
26,student,single,secondary,no,440,no,no,unknown,5,may,54,1,-1,0,unknown
42,services,married,secondary,no,-1,yes,no,cellular,8,jul,38,2,-1,0,unknown
28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown
36,unemployed,married,secondary,no,-872,yes,yes,unknown,21,may,153,1,-1,0,unknown
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other
27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown
36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,-1,0,unknown
55,admin.,single,secondary,no,2359,yes,no,telephone,20,apr,43,3,-1,0,unknown
54,blue-collar,married,secondary,no,1636,no,no,telephone,20,jul,1008,2,-1,0,unknown
52,services,married,secondary,no,0,yes,no,unknown,20,may,363,5,-1,0,unknown
55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,9,5,174,12,other
43,blue-collar,divorced,unknown,yes,1,no,no,unknown,20,jun,188,1,-1,0,unknown
30,services,single,secondary,no,603,yes,yes,unknown,2,jun,335,2,-1,0,unknown
31,technician,divorced,tertiary,no,75,no,no,cellular,22,aug,34,9,-1,0,unknown
23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,8,1,-1,0,unknown
35,retired,married,primary,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown
48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown
37,technician,single,tertiary,no,971,no,no,cellular,19,aug,120,6,-1,0,unknown
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown
45,management,married,tertiary,no,1063,yes,no,cellular,16,jul,41,4,-1,0,unknown
26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,-1,0,unknown
34,management,married,tertiary,no,0,yes,no,cellular,13,may,324,2,-1,0,unknown
45,admin.,married,secondary,no,1097,yes,yes,cellular,9,jul,180,1,-1,0,unknown
34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other
41,services,married,secondary,no,33,yes,yes,unknown,27,may,82,1,-1,0,unknown
46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,1,-1,0,unknown
50,blue-collar,married,secondary,no,825,yes,no,cellular,16,apr,18,3,273,1,failure
59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,-1,0,unknown
49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218,3,-1,0,unknown
25,blue-collar,single,secondary,no,674,no,no,cellular,24,jul,736,2,-1,0,unknown
24,admin.,married,secondary,no,541,yes,no,unknown,5,jun,622,4,-1,0,unknown
36,services,divorced,secondary,no,-290,yes,yes,unknown,7,may,128,1,-1,0,unknown
46,management,divorced,secondary,no,177,no,no,cellular,20,aug,84,2,-1,0,unknown
38,blue-collar,married,primary,no,558,yes,no,cellular,6,feb,427,3,-1,0,unknown
40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,69,3,-1,0,unknown
44,admin.,married,secondary,no,0,no,no,unknown,26,may,85,3,-1,0,unknown
34,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,275,3,-1,0,unknown
30,technician,single,secondary,no,0,no,no,cellular,13,aug,173,4,562,1,failure
51,admin.,divorced,secondary,no,2785,no,no,telephone,9,feb,23,10,-1,0,unknown
39,blue-collar,married,secondary,no,161,yes,no,cellular,18,may,98,2,-1,0,unknown
35,admin.,married,secondary,no,165,no,yes,unknown,20,jun,109,1,-1,0,unknown
27,student,single,primary,yes,25,no,no,unknown,28,aug,8,1,-1,0,unknown
27,management,married,secondary,no,2,yes,no,cellular,22,jul,493,5,-1,0,unknown
40,management,married,tertiary,no,2487,no,no,cellular,30,apr,126,1,-1,0,unknown
25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown
68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,1,-1,0,unknown
31,technician,single,secondary,no,198,no,no,cellular,30,jan,366,4,-1,0,unknown
34,admin.,married,secondary,no,159,yes,no,cellular,21,jul,124,1,-1,0,unknown
42,blue-collar,married,primary,no,2003,yes,no,cellular,17,apr,177,3,-1,0,unknown
34,services,married,secondary,no,2211,no,no,unknown,8,may,149,1,-1,0,unknown
36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown
34,unemployed,married,secondary,no,2126,yes,no,cellular,17,jul,215,2,-1,0,unknown
33,housemaid,married,primary,no,451,yes,no,cellular,11,may,327,1,-1,0,unknown
37,services,married,secondary,no,1325,no,no,unknown,3,jun,72,3,-1,0,unknown
34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,unknown
42,technician,married,secondary,no,1812,yes,no,cellular,31,jul,84,2,-1,0,unknown
27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,unknown
47,blue-collar,married,secondary,no,273,yes,no,unknown,4,jun,163,1,-1,0,unknown
45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown
51,technician,married,tertiary,no,7338,no,no,cellular,18,nov,82,1,-1,0,unknown
34,blue-collar,divorced,secondary,no,176,yes,no,cellular,15,may,67,1,368,5,failure
41,admin.,divorced,secondary,no,256,no,no,unknown,19,jun,91,1,-1,0,unknown
37,admin.,married,secondary,yes,0,no,no,unknown,9,jun,89,1,-1,0,unknown
26,technician,married,tertiary,no,192,yes,no,cellular,18,jul,116,1,-1,0,unknown
52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown
55,management,single,tertiary,no,797,no,no,cellular,29,jul,24,2,-1,0,unknown
42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure
31,management,single,tertiary,no,350,no,no,cellular,29,aug,71,24,-1,0,unknown
31,blue-collar,married,primary,no,856,yes,no,unknown,8,may,303,3,-1,0,unknown
33,management,single,tertiary,no,215,yes,no,cellular,13,apr,1058,1,17,1,failure
29,housemaid,married,tertiary,no,420,yes,no,unknown,28,may,95,3,-1,0,unknown
38,management,married,tertiary,no,12855,yes,no,unknown,30,may,417,1,-1,0,unknown
51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown
54,admin.,single,secondary,no,3344,yes,no,cellular,14,may,12,8,-1,0,unknown
29,management,single,tertiary,no,726,yes,no,unknown,9,may,200,3,-1,0,unknown
38,management,single,tertiary,no,83,no,yes,telephone,15,jul,32,7,-1,0,unknown
32,technician,single,secondary,no,0,yes,yes,unknown,26,may,916,2,-1,0,unknown
47,blue-collar,married,secondary,no,327,yes,no,cellular,16,apr,352,1,-1,0,unknown
52,retired,married,secondary,no,411,yes,no,cellular,3,feb,180,3,200,10,other
31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure
49,entrepreneur,divorced,secondary,no,10350,no,yes,cellular,24,jul,346,1,-1,0,unknown
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure
45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure
46,services,divorced,secondary,no,1263,yes,no,telephone,21,nov,220,2,-1,0,unknown
32,blue-collar,married,secondary,no,1484,yes,no,unknown,30,may,363,7,-1,0,unknown
31,admin.,single,secondary,no,131,yes,no,cellular,15,jun,151,1,-1,0,unknown
26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,unknown
